SPlusCode,Fullname,Store,Region,ActivityCode,IsLearned,Score
CE.DMX44817,CE.DMX44817,ĐML_TTH_HUE - 185 Hùng Vương,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX52596,CE.DMX52596,ĐML_TTH_HUE - 185 Hùng Vương,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX58759,CE.DMX58759,ĐML_TTH_HUE - 185 Hùng Vương,Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX58768,CE.DMX58768,ĐML_TTH_HUE - 185 Hùng Vương,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX59635,CE.DMX59635,ĐML_TTH_HUE - 185 Hùng Vương,Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,90
CE.DMX59650,CE.DMX59650,ĐML_TTH_HUE - 185 Hùng Vương,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX84516,CE.DMX84516,ĐML_TTH_HUE - 185 Hùng Vương,Miền Trung,DA.RAC.DEC.PK.SNAPCARD,Yes,100
CE.DMX19582,CE.DMX19582,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX22168,CE.DMX22168,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX23903,CE.DMX23903,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX29981,CE.DMX29981,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX29982,CE.DMX29982,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,DA.WM.FEB.TEASING.BANNER2,Yes,100
CE.DMX33482,CE.DMX33482,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX34928,CE.DMX34928,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX36309,CE.DMX36309,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX37277,CE.DMX37277,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX37282,CE.DMX37282,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,DA.WM.FEB.TEASING.BANNER1,Yes,100
CE.DMX37283,CE.DMX37283,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX38803,CE.DMX38803,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX49195,CE.DMX49195,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX49196,CE.DMX49196,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX52593,CE.DMX52593,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX52598,CE.DMX52598,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX52724,CE.DMX52724,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX54214,CE.DMX54214,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,DA.WM.FEB.TEASING.BANNER2,Yes,100
CE.DMX55611,CE.DMX55611,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX59646,CE.DMX59646,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX88698,CE.DMX88698,ĐML_TTH_HUE - 197 Trần Hưng Đạo,Miền Trung,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX24767,CE.DMX24767,ĐMM_BDI_ALA - An Hòa,Miền Trung,,,0
CE.DMX46033,CE.DMX46033,ĐMM_BDI_ALA - An Hòa,Miền Trung,,,0
CE.DMX135378,CE.DMX135378,ĐMM_BDI_ALA - An Hòa,Miền Trung,DA.MWO.JUN.PK.ONEP,Yes,0
CE.DMX135384,CE.DMX135384,ĐMM_BDI_ALA - An Hòa,Miền Trung,DA.MWO.JUN.PK.ONEP,Yes,0
CE.DMX135390,CE.DMX135390,ĐMM_BDI_ALA - An Hòa,Miền Trung,DA.MWO.JUN.PK.ONEP,Yes,0
CE.DMX136076,CE.DMX136076,ĐMM_BDI_ALA - An Hòa,Miền Trung,DA.REF.OCT.PK.TEST,Yes,90
CE.DMX22917,CE.DMX22917,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX27877,CE.DMX27877,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,DA.MWO.JUN.TEST.TEST,Yes,100
CE.DMX32494,CE.DMX32494,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX37877,CE.DMX37877,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX41198,CE.DMX41198,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX47137,CE.DMX47137,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX53925,CE.DMX53925,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX53928,CE.DMX53928,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX53929,CE.DMX53929,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX74781,CE.DMX74781,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX94808,CE.DMX94808,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX101282,CE.DMX101282,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX111137,CE.DMX111137,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX113117,CE.DMX113117,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX116202,CE.DMX116202,ĐMM_BDI_ANH - 151 Trần Phú,Miền Trung,,,0
CE.DMX10768,CE.DMX10768,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX14843,CE.DMX14843,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX60066,CE.DMX60066,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX65496,CE.DMX65496,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX65497,CE.DMX65497,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX65510,CE.DMX65510,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX96598,CE.DMX96598,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX104807,CE.DMX104807,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX107130,CE.DMX107130,ĐMM_BDI_ANH - 259 Lê Duẩn,Miền Trung,,,0
CE.DMX14845,CE.DMX14845,ĐMM_BDI_HAN - 116 Nguyễn Tất Thành (Tăng Bạt Hổ),Miền Trung,,,0
CE.DMX57965,CE.DMX57965,ĐMM_BDI_HAN - 116 Nguyễn Tất Thành (Tăng Bạt Hổ),Miền Trung,,,0
CE.DMX57969,CE.DMX57969,ĐMM_BDI_HAN - 116 Nguyễn Tất Thành (Tăng Bạt Hổ),Miền Trung,,,0
CE.DMX71090,CE.DMX71090,ĐMM_BDI_HAN - 116 Nguyễn Tất Thành (Tăng Bạt Hổ),Miền Trung,,,0
CE.DMX107161,CE.DMX107161,ĐMM_BDI_HAN - 116 Nguyễn Tất Thành (Tăng Bạt Hổ),Miền Trung,,,0
CE.DMX112114,CE.DMX112114,ĐMM_BDI_HAN - 116 Nguyễn Tất Thành (Tăng Bạt Hổ),Miền Trung,,,0
CE.DMX112180,CE.DMX112180,ĐMM_BDI_HAN - 116 Nguyễn Tất Thành (Tăng Bạt Hổ),Miền Trung,,,0
CE.DMX135371,CE.DMX135371,ĐMM_BDI_HAN - 116 Nguyễn Tất Thành (Tăng Bạt Hổ),Miền Trung,,,0
CE.DMX10756,CE.DMX10756,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX29635,CE.DMX29635,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,DA.MWO.JUN.TEST.TEST,Yes,100
CE.DMX45804,CE.DMX45804,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX50585,CE.DMX50585,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX50595,CE.DMX50595,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX61522,CE.DMX61522,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX90603,CE.DMX90603,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX93334,CE.DMX93334,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX112182,CE.DMX112182,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX113113,CE.DMX113113,ĐMM_BDI_HNH - 373 Quang Trung,Miền Trung,,,0
CE.DMX21729,CE.DMX21729,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX31840,CE.DMX31840,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX60067,CE.DMX60067,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX63259,CE.DMX63259,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX107147,CE.DMX107147,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX107151,CE.DMX107151,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX107152,CE.DMX107152,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX107153,CE.DMX107153,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX107155,CE.DMX107155,ĐMM_BDI_HNH - Tam Quan,Miền Trung,,,0
CE.DMX20926,CE.DMX20926,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX21764,CE.DMX21764,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,ON21005,Yes,100
CE.DMX31557,CE.DMX31557,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,DA.MWO.JUN.TEST.TEST,Yes,100
CE.DMX31559,CE.DMX31559,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX32703,CE.DMX32703,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX32704,CE.DMX32704,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX32711,CE.DMX32711,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX35131,CE.DMX35131,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX44798,CE.DMX44798,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX44799,CE.DMX44799,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
ce.dmx57966,ce.dmx57966,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX58796,CE.DMX58796,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX72897,CE.DMX72897,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX101249,CE.DMX101249,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX107122,CE.DMX107122,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,FSM.PS.RS.RAC.MAR.PK.VIDEO1.2021,Yes,100
CE.DMX107552,CE.DMX107552,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX113115,CE.DMX113115,ĐMM_BDI_PCA - 246 Quang Trung,Miền Trung,,,0
CE.DMX31563,CE.DMX31563,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,DA.MWO.JUN.TEST.TEST,Yes,100
CE.DMX37882,CE.DMX37882,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX45391,CE.DMX45391,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX59375,CE.DMX59375,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX59382,CE.DMX59382,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX59383,CE.DMX59383,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX59387,CE.DMX59387,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX59388,CE.DMX59388,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX60069,CE.DMX60069,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX94805,CE.DMX94805,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX99535,CE.DMX99535,ĐMM_BDI_PMY - 165 Nguyễn Huệ (TT Bình Dương),Miền Trung,,,0
CE.DMX40323,CE.DMX40323,ĐMM_BDI_PMY - 460 Quang Trung (Phù Mỹ),Miền Trung,,,0
CE.DMX53917,CE.DMX53917,ĐMM_BDI_PMY - 460 Quang Trung (Phù Mỹ),Miền Trung,,,0
CE.DMX59366,CE.DMX59366,ĐMM_BDI_PMY - 460 Quang Trung (Phù Mỹ),Miền Trung,,,0
CE.DMX59367,CE.DMX59367,ĐMM_BDI_PMY - 460 Quang Trung (Phù Mỹ),Miền Trung,,,0
CE.DMX59385,CE.DMX59385,ĐMM_BDI_PMY - 460 Quang Trung (Phù Mỹ),Miền Trung,,,0
CE.DMX64021,CE.DMX64021,ĐMM_BDI_PMY - 460 Quang Trung (Phù Mỹ),Miền Trung,,,0
CE.DMX82664,CE.DMX82664,ĐMM_BDI_PMY - 460 Quang Trung (Phù Mỹ),Miền Trung,,,0
CE.DMX91137,CE.DMX91137,ĐMM_BDI_PMY - 460 Quang Trung (Phù Mỹ),Miền Trung,,,0
CE.DMX10755,CE.DMX10755,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,DA.MWO.JUN.TEST.TEST,Yes,100
CE.DMX25341,CE.DMX25341,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX39664,CE.DMX39664,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,0
CE.DMX47068,CE.DMX47068,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX49222,CE.DMX49222,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX49230,CE.DMX49230,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX49232,CE.DMX49232,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX53923,CE.DMX53923,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX57562,CE.DMX57562,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX57563,CE.DMX57563,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX59365,CE.DMX59365,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX64024,CE.DMX64024,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX93326,CE.DMX93326,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX117225,CE.DMX117225,ĐMM_BDI_QNH - 107 Ngô Mây,Miền Trung,,,0
CE.DMX10757,CE.DMX10757,ĐMM_BDI_QNH - 1225 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX31862,CE.DMX31862,ĐMM_BDI_QNH - 1225 Trần Hưng Đạo,Miền Trung,FSM.REF.MAR.PK.PK.2021 ,Yes,0
CE.DMX33135,CE.DMX33135,ĐMM_BDI_QNH - 1225 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX41200,CE.DMX41200,ĐMM_BDI_QNH - 1225 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX49226,CE.DMX49226,ĐMM_BDI_QNH - 1225 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX49235,CE.DMX49235,ĐMM_BDI_QNH - 1225 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX111125,CE.DMX111125,ĐMM_BDI_QNH - 1225 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX111130,CE.DMX111130,ĐMM_BDI_QNH - 1225 Trần Hưng Đạo,Miền Trung,,,0
CE.DMX27121,CE.DMX27121,ĐMM_BDI_QNH - 161 Tây Sơn (Quang Trung),Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,0
CE.DMX37931,CE.DMX37931,ĐMM_BDI_QNH - 161 Tây Sơn (Quang Trung),Miền Trung,,,0
CE.DMX99537,CE.DMX99537,ĐMM_BDI_QNH - 161 Tây Sơn (Quang Trung),Miền Trung,,,0
CE.DMX106558,CE.DMX106558,ĐMM_BDI_QNH - 161 Tây Sơn (Quang Trung),Miền Trung,,,0
CE.DMX10750,CE.DMX10750,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX26264,CE.DMX26264,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX31575,CE.DMX31575,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX49159,CE.DMX49159,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX49225,CE.DMX49225,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX49227,CE.DMX49227,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX55610,CE.DMX55610,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX79788,CE.DMX79788,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX99536,CE.DMX99536,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX108230,CE.DMX108230,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX108867,CE.DMX108867,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX111135,CE.DMX111135,ĐMM_BDI_QNH - Hùng Vương (Ngã 3 Phú Tài),Miền Trung,,,0
CE.DMX10754,CE.DMX10754,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,DA.MWO.JUN.PK.ONEP,Yes,0
CE.DMX20922,CE.DMX20922,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,DA.MWO.JUN.TEST.TEST,Yes,100
CE.DMX36641,CE.DMX36641,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,,,0
CE.DMX46898,CE.DMX46898,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,,,0
CE.DMX49229,CE.DMX49229,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,,,0
CE.DMX59386,CE.DMX59386,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,,,0
CE.DMX65501,CE.DMX65501,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,,,0
CE.DMX108432,CE.DMX108432,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,,,0
CE.DMX128197,CE.DMX128197,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,,,0
CE.DMX130087,CE.DMX130087,ĐMM_BDI_TPH - Tuy Phước,Miền Trung,,,0
CE.DMX27873,CE.DMX27873,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,,,0
CE.DMX37422,CE.DMX37422,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,DA.WM.FEB.TEASING.BANNER2,Yes,80
CE.DMX37876,CE.DMX37876,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,,,0
CE.DMX38737,CE.DMX38737,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,FSM.PS.RS.RAC.MAR.PK.VIDEO2.2021,Yes,100
CE.DMX40713,CE.DMX40713,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,0
CE.DMX41208,CE.DMX41208,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,,,0
CE.DMX44800,CE.DMX44800,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,DA.REF.OCT.PK.KTSP,Yes,90
CE.DMX44801,CE.DMX44801,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,FSM.REF.MAR.PK.PK.2021 ,Yes,90
CE.DMX44802,CE.DMX44802,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,,,0
CE.DMX44803,CE.DMX44803,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,DA.RAC.MAY.TEST.TEST,Yes,100
CE.DMX44805,CE.DMX44805,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX44807,CE.DMX44807,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,,,0
CE.DMX94812,CE.DMX94812,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,DA.RAC.DEC.PK.SNAPCARD,Yes,0
CE.DMX107558,CE.DMX107558,ĐMM_BDI_TSO - 275 Quang Trung,Miền Trung,,,0
CE.DMX20914,CE.DMX20914,ĐMM_BDI_VTH - Vĩnh Thạnh,Miền Trung,DA.WM.TUB.AUG.PK.KTSP,Yes,100
CE.DMX38568,CE.DMX38568,ĐMM_BDI_VTH - Vĩnh Thạnh,Miền Trung,,,0
CE.DMX38734,CE.DMX38734,ĐMM_BDI_VTH - Vĩnh Thạnh,Miền Trung,,,0
CE.DMX85270,CE.DMX85270,ĐMM_BDI_VTH - Vĩnh Thạnh,Miền Trung,,,0
CE.DMX86770,CE.DMX86770,ĐMM_BDI_VTH - Vĩnh Thạnh,Miền Trung,,,0
CE.DMX97558,CE.DMX97558,ĐMM_BDI_VTH - Vĩnh Thạnh,Miền Trung,,,0
CE.DMX98322,CE.DMX98322,ĐMM_BDI_VTH - Vĩnh Thạnh,Miền Trung,,,0
CE.DMX54428,CE.DMX54428,ĐMM_DNA_HCH - 07 Nguyễn Văn Linh,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX84550,CE.DMX84550,ĐMM_DNA_HCH - 07 Nguyễn Văn Linh,Miền Trung,,,0
CE.DMX108426,CE.DMX108426,ĐMM_DNA_HCH - 07 Nguyễn Văn Linh,Miền Trung,,,0
CE.DMX20081,CE.DMX20081,ĐMM_DNA_HCH - 07 Nguyễn Văn Linh,Miền Trung,DA.RAC.OCT.PK.KTSP,Yes,100
CE.DMX35906,CE.DMX35906,ĐMM_DNA_HCH - 07 Nguyễn Văn Linh,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX90095,CE.DMX90095,ĐMM_DNA_HCH - 07 Nguyễn Văn Linh,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX102455,CE.DMX102455,ĐMM_DNA_HCH - 07 Nguyễn Văn Linh,Miền Trung,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX107136,CE.DMX107136,ĐMM_DNA_HCH - 07 Nguyễn Văn Linh,Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX28734,CE.DMX28734,ĐMM_DNA_HVA - 168 Phạm Hùng,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX41524,CE.DMX41524,ĐMM_DNA_HVA - 168 Phạm Hùng,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX61178,CE.DMX61178,ĐMM_DNA_HVA - 168 Phạm Hùng,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX108421,CE.DMX108421,ĐMM_DNA_HVA - 168 Phạm Hùng,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX108431,CE.DMX108431,ĐMM_DNA_HVA - 168 Phạm Hùng,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX112241,CE.DMX112241,ĐMM_DNA_HVA - 168 Phạm Hùng,Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX27907,CE.DMX27907,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX43399,CE.DMX43399,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,DA.WM.FEB.TEASING.GAME1,Yes,100
CE.DMX44870,CE.DMX44870,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX47135,CE.DMX47135,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,DA.REF.WM.NOV.PK.KTSP,Yes,100
CE.DMX55730,CE.DMX55730,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,,,0
CE.DMX61061,CE.DMX61061,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX64014,CE.DMX64014,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX110497,CE.DMX110497,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX110498,CE.DMX110498,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX111150,CE.DMX111150,ĐMM_DNA_HVA - Hòa Tiến (Đường 605),Miền Trung,DA.WM.FEB.TEASING.GAME1,Yes,100
CE.DMX32380,CE.DMX32380,ĐMM_DNA_HVA - Tuý Loan,Miền Trung,ON200335,Yes,100
CE.DMX43120,CE.DMX43120,ĐMM_DNA_HVA - Tuý Loan,Miền Trung,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
