SPlusCode,Fullname,Store,Region,ActivityCode,IsLearned,Score
CE.TGDD54879,CE.TGDD54879,ĐML_BNI_BNI - 21 Nguyễn Văn Cừ,Miền Bắc 2,,,0
CE.TGDD66270,CE.TGDD66270,ĐML_HDU_HDU - Nguyễn Lương Bằng,Miền Bắc 2,,,0
CE.TGDD64282,CE.TGDD64282,ĐML_HPH_LCH - 263 Trần Nguyên Hãn,Miền Bắc 2,,,0
CE.TGDD34345,CE.TGDD34345,ĐML_HYE_HYE - 335 Nguyễn Văn Linh,Miền Bắc 2,,,0
CE.TGDD69892,CE.TGDD69892,ĐML_LSO_LSO - 69 Ngô Quyền,Miền Bắc 3,DA.REF.WM.DEC.PK.KTSP,Yes,0
CE.TGDD27688,CE.TGDD27688,ĐML_TQU_TQU - 184 Quang Trung,Miền Bắc 3,,,0
CE.TGDD80709,CE.TGDD80709,ĐML_HCM_BTH - 224/1A Xô Viết Nghệ Tĩnh,Miền Hồ Chí Minh,,,0
CE.TGDD66509,CE.TGDD66509,ĐML_HCM_Q07 - 677 Huỳnh Tấn Phát,Miền Hồ Chí Minh,,,0
CE.TGDD69156,CE.TGDD69156,ĐML_LAN_CDU - Cần Đước,Miền Tây 1,,,0
CE.TGDD44605,CE.TGDD44605,ĐML_TGI_CGA - Tân Thuận Bình,Miền Tây 1,,,0
CE.TGDD64711,CE.TGDD64711,ĐMM_DTH_CLA - 114 Nguyễn Trãi (Mỹ Thọ),Miền Tây 1,,,0
CE.TGDD49990,CE.TGDD49990,ĐML_AGI_TSO - 77/4 Trần Phú (Phú Hòa),Miền Tây 2,,,0
CE.TGDD74028,CE.TGDD74028,ĐMM_KGI_KLU - 606 Quốc Lộ 80,Miền Tây 2,,,0
CE.TGDD16716,CE.TGDD16716,ĐMS_AGI_TSO - Vĩnh Trạch,Miền Tây 2,,,0
CE.DMX6585,CE.DMX6585,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,0
CE.DMX16673,CE.DMX16673,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,DA.OTHER.APR.PK.REWARD,Yes,0
CE.DMX37718,CE.DMX37718,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,,,0
CE.DMX37725,CE.DMX37725,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX37726,CE.DMX37726,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX37728,CE.DMX37728,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX37729,CE.DMX37729,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,,,0
CE.DMX38126,CE.DMX38126,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX42129,CE.DMX42129,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX42131,CE.DMX42131,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,DA.FEB.WM.TEASING.GAME4,Yes,100
CE.DMX43718,CE.DMX43718,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX49299,CE.DMX49299,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX49731,CE.DMX49731,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX59138,CE.DMX59138,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,,,0
CE.DMX59139,CE.DMX59139,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,,,0
CE.DMX66884,CE.DMX66884,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,DA.MWO.JUN.PK.ONEP,Yes,0
CE.DMX90699,CE.DMX90699,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX114507,CE.DMX114507,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX134561,CE.DMX134561,ĐML_DBI_DBP - Trần Đăng Ninh (Điện Biên),Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,80
CE.DMX19843,CE.DMX19843,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,,,0
CE.DMX23872,CE.DMX23872,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,,,0
CE.DMX34093,CE.DMX34093,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,FSM.WM.DRUM.MAR.PK.PK.2021,Yes,0
CE.DMX34963,CE.DMX34963,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,,,0
CE.DMX39820,CE.DMX39820,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,,,0
CE.DMX40657,CE.DMX40657,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,,,0
CE.DMX48269,CE.DMX48269,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,,,0
CE.DMX50657,CE.DMX50657,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO2.2021,Yes,0
CE.DMX69919,CE.DMX69919,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,,,0
CE.DMX137516,CE.DMX137516,ĐML_HBI_HBI - 724 Cù Chính Lan,Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,0
CE.DMX23146,CE.DMX23146,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX25111,CE.DMX25111,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,DA.WM.FEB.TEASING.GAME5,Yes,100
CE.DMX26171,CE.DMX26171,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX40663,CE.DMX40663,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX51845,CE.DMX51845,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX55047,CE.DMX55047,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,DA.WM.FEB.TEASING.GAME5,Yes,100
CE.DMX56125,CE.DMX56125,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX59830,CE.DMX59830,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX60611,CE.DMX60611,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX78562,CE.DMX78562,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX95269,CE.DMX95269,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX133265,CE.DMX133265,ĐML_HNA_DTI - Đồng Văn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX22728,CE.DMX22728,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX30124,CE.DMX30124,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX41919,CE.DMX41919,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,ON200335,Yes,100
CE.DMX44881,CE.DMX44881,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX48274,CE.DMX48274,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX54026,CE.DMX54026,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX54277,CE.DMX54277,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX62021,CE.DMX62021,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO2.2021,Yes,100
CE.DMX62040,CE.DMX62040,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX98158,CE.DMX98158,ĐML_HNA_PLY - 222 Lê Hoàn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX8167,CE.DMX8167,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX24513,CE.DMX24513,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,DA.RAC.MAY.TEST.TEST,Yes,100
CE.DMX26172,CE.DMX26172,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
ce.dmx30106,ce.dmx30106,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,,,0
CE.DMX44494,CE.DMX44494,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,DA.WM.FEB.TEASING.GAME5,Yes,100
CE.DMX57984,CE.DMX57984,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,,,0
CE.DMX62025,CE.DMX62025,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,80
CE.DMX62038,CE.DMX62038,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,95
CE.DMX62039,CE.DMX62039,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,DA.INCLASS.JULY.TEST.SUMARY,Yes,100
CE.DMX62163,CE.DMX62163,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX96961,CE.DMX96961,ĐML_HNA_PLY - Thanh Châu,Miền Bắc 1,DA.REF.WM.RAC.OCT.TEST,Yes,100
CE.DMX19958,CE.DMX19958,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,,,0
CE.DMX22041,CE.DMX22041,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX30058,CE.DMX30058,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,,,0
CE.DMX30061,CE.DMX30061,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX30064,CE.DMX30064,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,,,0
CE.DMX30076,CE.DMX30076,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX40377,CE.DMX40377,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,70
CE.DMX48307,CE.DMX48307,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,90
CE.DMX58385,CE.DMX58385,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX60967,CE.DMX60967,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX66371,CE.DMX66371,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX105065,CE.DMX105065,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX105351,CE.DMX105351,ĐML_LCA_LCA - Trần Hưng Đạo,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX14135,CE.DMX14135,ĐML_LCH_LCH - Tân Phong,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,70
CE.DMX17159,CE.DMX17159,ĐML_LCH_LCH - Tân Phong,Miền Bắc 1,,,0
CE.DMX23233,CE.DMX23233,ĐML_LCH_LCH - Tân Phong,Miền Bắc 1,,,0
CE.DMX35336,CE.DMX35336,ĐML_LCH_LCH - Tân Phong,Miền Bắc 1,DA.MWO.JUN.PK.ONEP,Yes,0
CE.DMX75063,CE.DMX75063,ĐML_LCH_LCH - Tân Phong,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX98428,CE.DMX98428,ĐML_LCH_LCH - Tân Phong,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX98442,CE.DMX98442,ĐML_LCH_LCH - Tân Phong,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX115840,CE.DMX115840,ĐML_LCH_LCH - Tân Phong,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX14904,CE.DMX14904,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,,,0
CE.DMX31288,CE.DMX31288,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX43708,CE.DMX43708,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,,,0
CE.DMX44158,CE.DMX44158,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,,,0
CE.DMX61500,CE.DMX61500,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,FSM.REF.MAR.PK.PK.2021 ,Yes,0
CE.DMX63566,CE.DMX63566,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,,,0
CE.DMX74833,CE.DMX74833,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,60
CE.DMX91449,CE.DMX91449,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,,,0
CE.DMX94087,CE.DMX94087,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX95396,CE.DMX95396,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,,,0
CE.DMX107723,CE.DMX107723,ĐML_PTH_PTH - Thị xã Phú Thọ,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX4723,CE.DMX4723,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX20556,CE.DMX20556,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,90
CE.DMX30512,CE.DMX30512,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,DA.REF.WM.NOV.PK.KTSP,Yes,50
CE.DMX31963,CE.DMX31963,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX41638,CE.DMX41638,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX49750,CE.DMX49750,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX50655,CE.DMX50655,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX54815,CE.DMX54815,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX61473,CE.DMX61473,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX61482,CE.DMX61482,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX61495,CE.DMX61495,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX61504,CE.DMX61504,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX98380,CE.DMX98380,ĐML_PTH_VTR - 1606A Hùng Vương,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX30507,CE.DMX30507,ĐML_PTH_VTR - 85 Trần Nguyên Hãn,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO5.2021,Yes,100
CE.DMX44516,CE.DMX44516,ĐML_PTH_VTR - 85 Trần Nguyên Hãn,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX60521,CE.DMX60521,ĐML_PTH_VTR - 85 Trần Nguyên Hãn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX61477,CE.DMX61477,ĐML_PTH_VTR - 85 Trần Nguyên Hãn,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX61483,CE.DMX61483,ĐML_PTH_VTR - 85 Trần Nguyên Hãn,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX68217,CE.DMX68217,ĐML_PTH_VTR - 85 Trần Nguyên Hãn,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX113215,CE.DMX113215,ĐML_PTH_VTR - 85 Trần Nguyên Hãn,Miền Bắc 1,DA.WM.FEB.TEASING.BANNER1,Yes,100
CE.DMX113218,CE.DMX113218,ĐML_PTH_VTR - 85 Trần Nguyên Hãn,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX14485,CE.DMX14485,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,DA.WM.FEB.TEASING.BANNER1,Yes,80
CE.DMX26167,CE.DMX26167,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,70
CE.DMX28798,CE.DMX28798,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,DA.WM.FEB.TEASING.BANNER2,Yes,0
CE.DMX31534,CE.DMX31534,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,,,0
CE.DMX31538,CE.DMX31538,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX31553,CE.DMX31553,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO1.2021,Yes,100
CE.DMX32104,CE.DMX32104,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,ON21011,Yes,80
CE.DMX52259,CE.DMX52259,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,DA.FEB.WM.TEASING.GAME4,Yes,0
CE.DMX56948,CE.DMX56948,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX63915,CE.DMX63915,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX67710,CE.DMX67710,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO1.2021,Yes,60
CE.DMX76543,CE.DMX76543,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,ON21011,Yes,0
CE.DMX115868,CE.DMX115868,ĐML_SLA_SLA - 437 Chu Văn Thịnh (Chiềng Lề),Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX10100,CE.DMX10100,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,,,0
CE.DMX10120,CE.DMX10120,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,,,0
CE.DMX18718,CE.DMX18718,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,,,0
CE.DMX32116,CE.DMX32116,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,DA.REF.WM.DEC.PK.KTSP,Yes,70
CE.DMX33214,CE.DMX33214,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,DA.REF.WM.RAC.PK.TEST,Yes,100
CE.DMX39348,CE.DMX39348,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX41640,CE.DMX41640,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX42557,CE.DMX42557,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,,,0
CE.DMX47278,CE.DMX47278,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,,,0
CE.DMX49740,CE.DMX49740,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,,,0
CE.DMX62644,CE.DMX62644,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX79735,CE.DMX79735,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX100328,CE.DMX100328,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,,,0
CE.DMX113214,CE.DMX113214,ĐML_VPH_LTH - Lập Thạch,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX22251,CE.DMX22251,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,,,0
CE.DMX22879,CE.DMX22879,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,ON21016,Yes,80
CE.DMX34712,CE.DMX34712,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,100
CE.DMX38191,CE.DMX38191,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,80
CE.DMX42171,CE.DMX42171,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX45540,CE.DMX45540,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.WM.REF.MAR.TEST.TEST.2021,Yes,70
CE.DMX49355,CE.DMX49355,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX60750,CE.DMX60750,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,60
CE.DMX77486,CE.DMX77486,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,ON21011,Yes,100
CE.DMX79333,CE.DMX79333,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX98449,CE.DMX98449,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX100090,CE.DMX100090,ĐML_VPH_PYE - 389A Hai Bà Trưng,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX20717,CE.DMX20717,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,,,0
CE.DMX26966,CE.DMX26966,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX30829,CE.DMX30829,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,,,0
CE.DMX32852,CE.DMX32852,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
CE.DMX43705,CE.DMX43705,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,,,0
CE.DMX60748,CE.DMX60748,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX60761,CE.DMX60761,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,DA.RAC.DEC.PK.SNAPCARD,Yes,80
CE.DMX62456,CE.DMX62456,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.PS.RS.RAC.MAR.PK.VIDEO2.2021,Yes,60
CE.DMX79334,CE.DMX79334,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX100094,CE.DMX100094,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX101060,CE.DMX101060,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX113631,CE.DMX113631,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX114491,CE.DMX114491,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,FSM.RAC.MAR.PK.PK.2021,Yes,100
CE.DMX117208,CE.DMX117208,ĐML_VPH_VYE - 512 Mê Linh,Miền Bắc 1,,,0
CE.DMX30826,CE.DMX30826,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,DA.WM.MAY.TEST.TESTWMHP,Yes,100
CE.DMX34459,CE.DMX34459,ĐML_VPH_VYE - Đôn Hậu,Miền Bắc 1,FSM.RAC.MAR.TEST.TEST.2021,Yes,100
